path,role,reviewLevel,change,findings,disposition,tests,sha256
src/ai/providers/ClaudeProvider.ts,Claude 默认配置及网关委派；当前 embedding 空结果。,full-source-read,M,PC-14,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/AiFactory.test.ts, test/embedding-capacity-hint.test.ts",04857e2e36dfe6cf9dc1960d6b4114277b184efc7e76fc925495b8bd4ce68ee6
src/ai/providers/DeepSeekProvider.ts,DeepSeek 默认模型/推理强度及网关委派。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/DeepSeekProvider.test.ts, test/embedding-capacity-hint.test.ts",0c87c7edec4e33d9485d99bddb6a4a8fb96a76958d370331b9a5326f2d997cc4
src/ai/providers/GoogleGeminiProvider.ts,Gemini 默认并发、模型、embedding 配置及网关委派。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,test/embedding-capacity-hint.test.ts,629046bdc9f39e67b69f09b7338597dc366544dbe01d1512ed2b5318ae3977d7
src/ai/providers/OllamaProvider.ts,Ollama base URL 归一化、本地默认模型和 OpenAI 兼容网关接入。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/embedding-capacity-hint.test.ts, test/OllamaBaseUrlNormalize.test.ts",2c278217943886230ebc084ee5bd00a515c637cdecb98be36b5823201a98e7fe
src/ai/providers/OpenAiProvider.ts,OpenAI base URL、Chat/Responses 风格和 embedding 配置。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/OpenAiProvider.test.ts, test/embedding-capacity-hint.test.ts",f3066337fbb2ee57ec52c66a10555cdb6dadfd4be46114b69590c85df67b7acb
src/ai/registry/ModelDefs.ts,厂商/模型能力、推理特性、参数规则和配置类型。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/LLMGateway.test.ts, test/shared-ai-utils.test.ts",4faa0bdb04bd67f7591a162665d7395291e13ffec0516a299f501015f7da4170
src/ai/registry/ModelQuirks.ts,模型特殊行为的共享查询及文本工具调用来源标识。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,test/model-quirks.test.ts,5b5b9b25f28c2efc8f9e26a13c989b38f27e170e58bfdc1f8788d2457913e898
src/ai/registry/ModelRegistry.ts,内置模型索引、动态模型降级定义和公共注册入口。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/LLMGateway.test.ts, test/shared-ai-utils.test.ts",c676eba104931c269d290c81076e9f7c59c08364987a6c5591eccaf83e309be5
src/ai/registry/ProviderConfig.ts,对外展示的 provider 默认模型、环境变量与 endpoint 元数据。,full-source-read,unchanged,,与 Factory/Gateway/providers 重复的默认元数据可考虑集中；保留宿主 HTTP 模型列表消费及所有别名。,"test/LLMGateway.test.ts, test/shared-ai-utils.test.ts",94099cf14ef71419412baa4f83a79ae9a6d0e122f16529010c979e87be62c60f
src/ai/registry/models/claude.ts,Claude 模型能力与参数限制声明。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/AiFactory.test.ts, test/ClaudeTransport.test.ts, test/model-quirks.test.ts",c7df73130b029bc3edd635a1a560cc316f301eab26fba829de13c74832c3e980
src/ai/registry/models/deepseek.ts,DeepSeek 模型能力与 V4 tool_choice 限制声明。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/AiFactory.test.ts, test/DeepSeekProvider.test.ts, test/DeepSeekTransport.test.ts, test/model-quirks.test.ts",297b554e67cab34c5d372361a77c31c06097ab8b552419c830f69d84e1a1321b
src/ai/registry/models/google.ts,Gemini 模型能力和上下文声明。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/AiFactory.test.ts, test/transport-proxy.test.ts, test/embedding-capacity-hint.test.ts, test/Redaction.test.ts",167abb4438051964f7784a7a056ae210ed8486cf24135315ca7ebe41314c3876
src/ai/registry/models/ollama.ts,本地 Ollama 模型默认能力声明。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/OllamaBaseUrlNormalize.test.ts, test/LLMGateway.test.ts",4bc75548737b9d0de284f985cd46783448e54f36a3ebafd29be212c201080d28
src/ai/registry/models/openai.ts,OpenAI 模型能力和推理参数声明。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/AiFactory.test.ts, test/transport-proxy.test.ts, test/embedding-capacity-hint.test.ts, test/OllamaBaseUrlNormalize.test.ts, test/LLMGateway.test.ts",efcc68808fc2573214588d813a9ba83a919f8fbef949f547f73ed200c079ebc4
src/ai/shared/errorClassify.ts,LLM 中止、网络、可重试与熔断错误分类。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,test/shared-ai-utils.test.ts,d1025d51e351568c3440149d36243e246f41b084d0e441838803d9f84a284ae4
src/ai/shared/index.ts,公共 barrel 导出；保留 package export/内部模块访问边界。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/LLMGateway.test.ts, test/shared-ai-utils.test.ts",072b9f452a84d39ec87df46ec7be2374c8dc2a87c64c48e5deaa8e5a5eb51017
src/ai/shared/reliability.ts,Provider 独立并发、限流窗口、可取消重试和熔断状态。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,test/reliability.test.ts,e452935c3488bc085947deadf81c4da8fb7320dfaded28cea721ac3741cb207f
src/ai/shared/structuredOutput.ts,JSON 提取、围栏容错和截断数组回收。,full-source-read,M,PC-04,未发现可安全删除的实现；保留已声明能力与公开接口。,test/shared-ai-utils.test.ts,6ed40c62d70bb68a222bd089c974992ca4f645741dc4e0d1c730740d3868240b
src/ai/shared/usage.ts,不同厂商 token 字段归一化。,full-source-read,unchanged,,各 transport 当前重复手写 usage 映射；可复用此归一化器，但要保留 DeepSeek 嵌套reasoning/cache字段，不能直接替换丢字段。,"test/OpenAiProvider.test.ts, test/DeepSeekProvider.test.ts, test/GoogleTransport.test.ts, test/ClaudeTransport.test.ts, test/OpenAiTransportResponses.test.ts, test/DeepSeekTransport.test.ts, test/shared-ai-utils.test.ts, test/LLMGateway.test.ts, test/ContextWindow.test.ts",a4ebfa5330b9eaf6814b6b035d1ccef4893c3ae8115c7623e135f4a5b69a4cbf
src/ai/toolTranscript.ts,不完整 Chat Completions 工具轮次安全转换为文本。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/LLMGateway.test.ts, test/shared-ai-utils.test.ts",9d886bd17eb589ddbf770404ba045652c8fb421b38799845c06f94bc663aba81
src/ai/transport/ClaudeTransport.ts,Anthropic HTTP 协议、连续 tool_result 合并及统一响应。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,test/ClaudeTransport.test.ts,1bc1f1e14c6b0ff3fdf49a663cc4871c199c5b6ae40edc6a7edea75e5eb529bd
src/ai/transport/DeepSeekTransport.ts,DeepSeek HTTP 协议、V4 thinking transcript 和文本调用兼容。,full-source-read,M,,未发现可安全删除的实现；保留已声明能力与公开接口。,test/DeepSeekTransport.test.ts,167c136737546ab0cd517765d4ca0ac0e9537f05485a3f917ed6dfb65bc959f9
src/ai/transport/GoogleTransport.ts,Gemini generateContent/embedding 协议、schema 清理和 thoughtSignature。,full-source-read,M,,未发现可安全删除的实现；保留已声明能力与公开接口。,test/GoogleTransport.test.ts,b26b35128350c8a30133d448f3127b9399d7e9ea7798212df74149f1dc68a4ab
src/ai/transport/LLMTransport.ts,共享 HTTP、代理 dispatcher、取消/超时、错误和 API key 检查。,full-source-read,M,"PC-07, PC-08",未发现可安全删除的实现；保留已声明能力与公开接口。,test/transport-proxy.test.ts,7f90784823ce1c905d4b8988ceef68b3bdec6932d83445759a44c24854369e76
src/ai/transport/OpenAiTransport.ts,OpenAI Chat/Responses/embedding 协议转换和工具结果回传。,full-source-read,M,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/OpenAiTransportResponses.test.ts, test/transport-proxy.test.ts",e2b8eaa358c511a8af3d64fd72602e12828a80c2811c7519f90a205828622a2e
src/ai/transport/index.ts,公共 barrel 导出；保留 package export/内部模块访问边界。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/LLMGateway.test.ts, test/shared-ai-utils.test.ts",1e43d9cd912fd68e0b101fa53f92a7335001e97c52059806267936c40c488022
src/evaluation.ts,受限公开 facade 或内部 barrel；已核对转导出归属,full-source,unchanged,,邻仓使用 IndependentValueReviewer/FrozenEvidenceProjection/InvestigatedEmptyReviewer，保留。,,f5cec98012d008a3887ea89844b82fff25f51dd1aeda0e93368687bda06c5fd9
src/index.ts,公开或内部barrel；逐行审阅re-export，保留稳定消费边界。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,"test/agent-interface-contract.test.ts, test/ai-provider.test.ts, test/index.test.ts, test/memory-context.test.ts, test/runtime-efficiency.test.ts, test/tool-system.test.ts",590f8c4bdec81afbeacf9ae8a2a686e41ec84e9c999d2fe0eb15b38c47c2bbac
src/production.ts,受限公开 facade 或内部 barrel；已核对转导出归属,full-source,unchanged,,邻仓真实 StrictAnalysisRuntime/StrictPrivateCorpusRuntime/semantic-review factory 消费，保留精确公开面。,,598a5ff42d6699241a87eeca7c6918c29249d1f1d07180c6d5e9825fa8bd7987
src/runs.ts,受限公开 facade 或内部 barrel；已核对转导出归属,full-source,unchanged,,邻仓 StrictPlanningRuntime 使用 runStrictPlanAgent，保留 strict-only facade。,,f5e3ff794942284faa300fb8d858ba7b044506fd19177d12222f5444cfa7eb64
src/shared/concurrency.ts,无外部依赖的 Promise 并发 limiter，供 AgentRunCoordinator/FanOutStrategy 使用。,full-source-read,unchanged,,有 AgentRunCoordinator/FanOutStrategy 消费。虽 Core 有同名 limiter，但 Core 模块含全局 IO/CPU limiter 初始化；不要仅按名字合并。,,e540eebd8fc36bb0967e9e7f4880ce7fedf46da43f979947d69a864e4ce145df
src/shared/packageAssets.ts,定位 @alembic/agent 安装根，为 Conversation 读取可选 SOUL.md 提供路径。,full-source-read,unchanged,,Conversation 真实使用；可选 SOUL 不存在是显式 best effort，保留。,,2c8db9de3205f851bdcc9adf6af38bff3da19a8e30711af59122ed766bd592a6
src/shared/projectPath.ts,统一词法与真实路径的项目根约束。,root-implementation-and-regression-review,A,,新增共用实现或必要回归，无新增公开 package 入口。,,53033022ebe42ee07c963a30847213d6a0c2ec03249946149438a6e9a11e2a11
src/shared/serialization.ts,稳定序列化，统一工具与会话缓存键。,root-implementation-and-regression-review,A,,新增共用实现或必要回归，无新增公开 package 入口。,,17847d9586666a7aa36638874c3b6b924cb571b8ec7287bf370db4cf6a5ae2cf
src/shared/structuredOutput.ts,字符串感知 JSON 提取和受限修复。,root-implementation-and-regression-review,A,,新增共用实现或必要回归，无新增公开 package 入口。,,cf22a9b65c895507866dd62fc55ce94c0b656c91362177f2e30f4386d9f23c55
src/shared/tokenUtils.ts,按字符估算 token 及快速估算，供运行时输入测量与上下文预算使用。,full-source-read,unchanged,,两个算法分别服务精细测量与快速预算，不能无证据合并成 registry 的 length/4。,,fd85c41b369fc210bfa70f61819aede69a975cb964d5587b658eab1223919efb
src/tools/catalog/CapabilityCatalog.ts,manifest 注册、删除、过滤与 provider schema 投影。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,851da5338c581ee47649b4b638ddd10c23c6b24c156996a84b6d071c03d7eb9a
src/tools/catalog/CapabilityManifest.ts,宿主/Agent 共享的风险、治理、执行与 schema manifest 类型。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,b85b85e31bff5e69bd404d9f5821992ea38a05da2cdf9303efae512790c17148
src/tools/catalog/UnifiedToolCatalog.ts,在 manifest catalog 上叠加 handler definitions、router 绑定、模型覆盖与展开状态。,full-source-read,M,TOOLS-010,真实宿主把它用于 Dashboard/Skill manifest/self-introspection store，保留公开类；修 unregister 状态一致性即可。,,1057a71b81900bb06fc457fae85e4f906fa95bea1341ee647e65dcc5d924b3f1
src/tools/index.ts,公开或内部模块 barrel；逐个读取并核查 re-export 路由。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,6addba395b9fe8ea845926eb5c89577d2d0ee5d6b6a91d1d972000790ac30e89
src/tools/kernel/context.ts,调用身份、服务端口、runtime 元数据与 EvidenceLedgerLike 契约。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,17015a90c8812606739eca420ab69920635fe6cd7e36d5942b87f1ac35ef0739
src/tools/kernel/decision.ts,允许/拒绝决策类型与构造帮助函数。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,20c96cae4554ff04b11ce11395a3296398600767522ca726190e34ab7cfa02fb
src/tools/kernel/handler.ts,内部 handler/store 契约与 ToolCallContext 到旧形状上下文的映射。,full-source-read,unchanged,,旧形状 context mapping 属公开宿主契约，按真实消费迁移后再精简；无本仓调用不等于无用。,,e07f8c7e50a351fac803b33c6d6f17fd0114752a456646dd2b61cb6893a57a3b
src/tools/kernel/index.ts,公开或内部模块 barrel；逐个读取并核查 re-export 路由。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,"test/ActiveContext.test.ts, test/AgentRuntime.test.ts, test/agent-surface-floor.test.ts, test/pcv-observe-only-baseline.characterization.test.ts, test/pcv-observe-only-five-scenario.acceptance.test.ts",93337242f002fc5bd0b010c2eecb439ae30cb6e692c5ff8d3abe2ceac6c8bfbf
src/tools/kernel/presenter.ts,信封识别和 ordinary output 文本呈现。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,959f402daf00d5d5a97c3deb72f8bacce5d64e42fb81234508d8c8ff8f671f1a
src/tools/kernel/registry.ts,工具/action/schema/handler/context/capability 类型，以及 ok/fail/token 估算帮助函数。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,test/memory-note-finding.test.ts,d34ac44eb2933ec135b9f6fb30535d61e4b8686265777affef139210b159c069
src/tools/kernel/request.ts,共享 ToolCallRequest、ToolRouterContract 与执行 adapter 契约。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,33fe4928dcdcaf311b22956865c06a26d27a0342cb02da72f1e389092e70f6b3
src/tools/kernel/result.ts,外部稳定的工具结果信封、普通输出投影、字段清理和诊断摘要。,full-source-read,M,TOOLS-009,未发现有证据的可删除实现；保留既有职责与公开导出。,,03b8072b9e7c3d44ab4e4601a467fdf7bdef4796d8e85ed7a6eb12822eb6060b
src/tools/kernel/routing.ts,通过 serviceContracts 解析 ToolRouterContract。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,bffdd4a47686e5bf553b480916a455102ce1cd257f79a36d36e73eaa9da3bc1e
src/tools/runtime/adapter/RuntimeCapabilityCatalog.ts,把内置 registry 的 tool/action 白名单投影成模型可见 schema。,full-source-read,unchanged,,expandedTools 仅计数，不改变生成 schema；公开 expandedCount 有现有测试，移除需明确 API 边界决定。,test/mining-e2e-pipeline.test.ts,f00cb10b30f632d6b0789d2eacd427b0de8c7acb5dd4c3601ca57321c7de1c16
src/tools/runtime/adapter/ToolRouterAdapter.ts,宿主 ContextFactory 到内置 ToolRouter 的真实执行桥接并构造统一信封。,full-source-read,M,TOOLS-009,未发现有证据的可删除实现；保留既有职责与公开导出。,test/mining-e2e-pipeline.test.ts,2453a5eeb6af952311c9fea93277708fc0f9209f58bcdfe117fdb8e5a10869da
src/tools/runtime/adapter/index.ts,公开或内部模块 barrel；逐个读取并核查 re-export 路由。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,be364f54f6824c2307322ad718d85d168a87aa910ddf1d8330fc864af6596030
src/tools/runtime/cache/DeltaCache.ts,带文件指纹与简易行 diff 的缓存，用于重复读取与写前新鲜度。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,3bcc865d76ab5f44107b805a81cf47bc4a772046afa9c044345fa2338245a373
src/tools/runtime/cache/SearchCache.ts,按调用方 key 的 LRU 搜索结果缓存。,full-source-read,unchanged,TOOLS-005,createdAt 当前无消费，若不需要 TTL 可去除内部储存字段，但 SearchCacheEntry 为公开类型需先核查兼容。,,3b94922de6c394ea98a210a5945d838b687c7a126b22b13b67658655917ab5bf
src/tools/runtime/cache/index.ts,公开或内部模块 barrel；逐个读取并核查 re-export 路由。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,9c8de8577d923015fe0d6da72cbc50919a55f71fbdaaf15c742a245e35f4e173
src/tools/runtime/compressor/OutputCompressor.ts,延迟装载命令专用 parser，ANSI/重复行清理与预算截断。,full-source-read,M,TOOLS-013,compress 与 compressSync 在 parser 选择/预算裁剪逻辑大段重复；修加载竞争时抽取单个纯同步处理函数。,,505794210a77337b4b32189d32388434ed40d2e83a2f48d40fcda1f7cfc29391
src/tools/runtime/compressor/index.ts,公开或内部模块 barrel；逐个读取并核查 re-export 路由。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,94614c4c252132ab8bf8169fa2306e922d05375518670abe90110cc381077e17
src/tools/runtime/compressor/parsers/GitDiffParser.ts,将 git diff/stat 汇总成逐文件增删数。,full-source-read,unchanged,,FileStat.hunks 收集但最终格式完全不用，可安全删除仅内部的字段/正则/收集分支；输出保持。,,a743a0fb5ceaf1b8e1f7644f62c78fe361f6b5c45ede021fab519c395d0dea10
src/tools/runtime/compressor/parsers/GitLogParser.ts,解析完整/oneline/custom git log，截取前 20 条。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,56a8ccdda69d922b08c8c5efda1642eca0590ebdfb141d5e1bb4b865a5f3ddb6
src/tools/runtime/compressor/parsers/GitStatusParser.ts,解析 porcelain/human git status 并按状态归桶。,full-source-read,M,TOOLS-007,未发现有证据的可删除实现；保留既有职责与公开导出。,,5570f7641093e9130523fc354caf225865a1e16a3412d5c66580bc366b8a7206
src/tools/runtime/compressor/parsers/GrepParser.ts,解析 rg JSON 或 file:line 文本，按位置去重并上限 30 条。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,2c9c4efd459b7270e4f5edc9a94e286525b5f6ff87397020773fe16ac44eedaf
src/tools/runtime/compressor/parsers/LintOutputParser.ts,识别 ESLint/tsc/Biome diagnostics 并返回计数与前 10 个问题。,full-source-read,M,,_BIOME_LINE_RE 完全未使用，可删除；现有 Biome 实际输出形状支持不足时应返回 null 保留证据。,,18f7a50d37e528d1721e21c71b6fe3d325f7e8ce3a86f75d556f2271cd02ff38
src/tools/runtime/compressor/parsers/PackageParser.ts,压缩 npm/pnpm/yarn 安装概要与警告。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,a19ac384865516caccd53b1fcbb30ca4a8991f6397ead61bf776b539c5a02e89
src/tools/runtime/compressor/parsers/TestOutputParser.ts,解析 Vitest/Jest/Pytest/Mocha 概要与失败片段。,full-source-read,M,TOOLS-006,未发现有证据的可删除实现；保留既有职责与公开导出。,,bafbb4c34b7ce16af4c2a608e43bcf05fe1f63bb25d10b0a37298566740af573
src/tools/runtime/compressor/parsers/TreeParser.ts,尝试把 tree/ls -R/find 输出标准化为目录树。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,077671a959e6fb428e1d7c2b8192e6ccb54283761ccd0bf7771a96487d31b4e5
src/tools/runtime/compressor/parsers/index.ts,公开或内部模块 barrel；逐个读取并核查 re-export 路由。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,8a18374452b0e9fb271cc2baf5f7d3e3a1db16b9943f5dab5f1fc07d1fdb758f
src/tools/runtime/compressor/strip.ts,ANSI 清理、连续重复折叠、保留头尾的通用输出截断。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,250fb3f8d6348d1717b5286af6e1631f7ab10869b8ebde81ad2ddd7e2a795838
src/tools/runtime/handlers/code.ts,真实代码搜索/读取/AST outline/目录树/文件写入，与缓存及路径/写前校验集成。,full-source-read,M,"TOOLS-002, TOOLS-004, TOOLS-005",未发现有证据的可删除实现；保留既有职责与公开导出。,,05b1785c262c01904b0798dff06a4402882d46e8991df0ea1c8f60dde7642067
src/tools/runtime/handlers/evidence.ts,运行证据台账 get/search，只读并限制返回规模。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,test/EvidenceToolAndQuota.test.ts,bfd108ae7c90f4936f9a0e2b83233b11691579c970f073ea3ff6865142cb0653
src/tools/runtime/handlers/graph.ts,调用宿主注入的 projectGraph/codeEntityGraph，Agent 不实现 AST 内核。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,f13a93612ca0bc695ace6b731fba4e91591a912b52315b0fe7f0149486ff74ed
src/tools/runtime/handlers/knowledge.ts,知识查询、候选准备/证据与 authoring gate/风格修复/Core production/生命周期管理。,full-source-read,M,TOOLS-008,建议把 source/hash 的最终准备顺序收束；_styleRepairAttempts 仍挂一次性 runtime 而非稳定 sessionCounterBox，计数规则存在与其他计数不一致；需结合新回归再调整。,"test/SubmissionSanitize.test.ts, test/recipe-production-profile-adapter.test.ts, test/scan-run-production-integration.test.ts, test/style-waiver.test.ts",d270102c050e9ae55d3bb5f20ef4928ebdb3aa5850c072cc4ce47117827afdd4
src/tools/runtime/handlers/memory.ts,会话保存/召回、引用台账的结构化发现、前序维度证据召回。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,"test/NoteFindingEvidenceRefs.test.ts, test/insight-depth-retry.test.ts, test/memory-note-finding.test.ts",7fbbfdc7ee3622fb593144accc6cebd059e8aa58e08aa9e21d78de008a2eab0b
src/tools/runtime/handlers/meta.ts,registry 自省、执行计划记录与会话提交汇总。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,976b719093ef2ff4af3b778287579554e81fa38e63a552072843d30e23af803f
src/tools/runtime/handlers/recipeAuthoringGate.ts,注入文件来源解析器，调用 Core validateAgainst 的 in-process 包装。,full-source-read,M,TOOLS-004,未发现有证据的可删除实现；保留既有职责与公开导出。,"test/evidence-collector-fidelity.test.ts, test/recipe-authoring-inprocess-flatten.test.ts, test/recipe-authoring-inprocess-parity.test.ts",7f98f5834664de797fd2c568c068e843a542c5b7bcd24ade72c0a3da1a3a8c09
src/tools/runtime/handlers/recipeProductionAdapter.ts,验证 bounded coreCode；构建 Core retrievalProfile 身份、provenance 和 source hash。,full-source-read,unchanged,TOOLS-008,未发现有证据的可删除实现；保留既有职责与公开导出。,test/recipe-production-profile-adapter.test.ts,17b3f6143b6e26d5125091c781d50c5132505d8896b0c9ac3474b5bcfd657e2a
src/tools/runtime/handlers/submitEvidenceExpansion.ts,从台账 refs 展开 sources、检查新鲜度、净化来源与限定风格修复子调用。,full-source-read,M,TOOLS-012,extractFirstJsonObject 与 ai/shared/structuredOutput 的职责重复，已有错误复现，适合收敛。,"test/SubmissionSanitize.test.ts, test/SubmitEvidenceExpansion.test.ts",6b91c8bacefbc2b8225a3b078a07f00aa74b8c607078b8e046094db3530e51c0
src/tools/runtime/handlers/terminal.ts,公开或内部模块 barrel；逐个读取并核查 re-export 路由。,full-source-read,M,TOOLS-004,未发现有证据的可删除实现；保留既有职责与公开导出。,,2f9a3a45de21e13317e0461f88a7f0022a918de818b356582d54e05085e0a290
src/tools/runtime/handlers/terminalSafety.ts,公开或内部模块 barrel；逐个读取并核查 re-export 路由。,full-source-read,M,TOOLS-001,未发现有证据的可删除实现；保留既有职责与公开导出。,,4f7d938a65dceb8f24b072e8a2f5259d39cd8cbd4a2ab2988c075eb59c0224c2
src/tools/runtime/index.ts,公开或内部模块 barrel；逐个读取并核查 re-export 路由。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,"test/llm-input-correctness.test.ts, test/llm-input-layering.test.ts, test/runtime-terminal-safety.test.ts, test/tool-v2-contract.test.ts",d27ec1f53d0370c2e6bb674ef3fb4c1e04166dd48aa2d17550da8f7438b0e5ed
src/tools/runtime/recipeProductionContract.ts,各可提交知识的 Agent 提示共用 retrieval profile 契约文字。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,31caa1262460a3e2202b78dd99fdf83261fa8ee692197a48a2907fd9594f2f1e
src/tools/runtime/registry.ts,7 个内置工具/22 个 action 的 schema、风险、缓存、并发与 handler 注册真相源。,full-source-read,unchanged,,schema 现在嵌套结构丰富但 router 仅 required/enum；先修真实输入错误，避免引入第二套元数据真相源。,"test/DimensionSchemaVariant.test.ts, test/llm-input-layering.test.ts",47fb6c015264869f446bc178e7aceaf112d519d93fd95476263bd191ec992354
src/tools/runtime/router.ts,解析、参数校验、capability 检查、并发控制、handler 执行和输出预算。,full-source-read,M,"TOOLS-003, TOOLS-011, TOOLS-014",未发现有证据的可删除实现；保留既有职责与公开导出。,,6e74fbe0467442774796c24dbafbaea7fdd0596a27f8d3b58bcd9a765855f60f
src/tools/runtime/toolsets/Capability.ts,能力基类和 buildContext/step hook seam。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,eb88a8b57df5f2459a590ab764439119cf763687682c85186ab98c6d3d4d64f9
src/tools/runtime/toolsets/CapabilityRegistry.ts,能力名到具体能力类的工厂注册映射。,full-source-read,unchanged,,所有注册类共享构造签名可后续精简 as cast；当前真实 runtime 根据名称解析，保留。,,36dd75833f40a8447ba0bfdfab9882e6df89b255c38e61d0841552be84f7cea4
src/tools/runtime/toolsets/Conversation.ts,会话工具白名单、persona/project briefing/memory 提示注入与步骤后缓存。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,test/llm-input-layering.test.ts,ad505790e2b09d151fbb5021b9f2d12ad3ff20c532a3de52fa147a9750a9e6c8
src/tools/runtime/toolsets/Evolution.ts,知识进化工具白名单及只读终端命令白名单。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,405afbe06e92da1815d52aacf2fd9ea05436f0fed07b3f38ebd977369d145d8d
src/tools/runtime/toolsets/GenerateAnalyze.ts,冷启动分析工具集与证据/发现记录指引。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,c8a0e7f4c14204cf7823c69487c2318053378a6391ecc6c766153a7e0bf2c515
src/tools/runtime/toolsets/GenerateProduce.ts,常规知识生产工具集/提示及 strict proposal-only 无工具模式。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,"test/SubmitEvidenceExpansion.test.ts, test/evidence-ledger-baseline.characterization.test.ts, test/strict-production-chain.test.ts",fa54f9ea3d5597da4be10a97a17b18258aae28633a175c589ce7b28867b8e96c
src/tools/runtime/toolsets/RuntimeCapability.ts,声明式 allowedTools、命令白名单、registry 驱动提示与 CapabilityDef。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,d24096d11f1d63252de24542e789db3cff70e2892b5c3048897d4a8c31ee02cd
src/tools/runtime/toolsets/ScanAnalyze.ts,增量扫描分析能力的工具集与发现要求。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,1a74304048116dedb6dfb0eb0ba8b024dcda5cfb7a4d9cb9bf394a616ee5e498
src/tools/runtime/toolsets/ScanProduce.ts,增量扫描生产能力及 strict 无工具模式。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,test/strict-production-chain.test.ts,c64edb7f68f46d6e23d412123aa7f0af41ed39d63a107214e2e5e5eab2c054a1
