文件,模块组,变更,审查深度,职责/结论,基线行数,当前行数,审查报告
src/service/project-context/shared/parserLanguage.ts,intelligence,modified,manual-full,扩展名优先的parser语言映射；补齐原本可解析但适配表缺席的NodeNext/JS标准扩展名。,62,67,intelligence-review.json; root-intelligence-review.json
src/service/project-context/shared/refs.ts,new-reviewed,added,manual-full,9处相同ref去重单源，保首项并kind/id排序，不扩公共barrel。,0,20,root-final-new-file-review
src/service/project-context/shared/repo-space/contracts.ts,intelligence,retained,manual-full,repo/folder/path摘要和引用身份；只组织数据，不执行宿主写入。,135,134,intelligence-review.json; root-intelligence-review.json
src/service/project-context/shared/repo-space/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,2,1,intelligence-review.json; root-intelligence-review.json
src/service/project-context/shared/sourceSlice-fileSymbols/contracts.ts,intelligence,retained,manual-full,文件/source range投影的稳定引用ID和hash parentRef联接。,119,118,intelligence-review.json; root-intelligence-review.json
src/service/project-context/shared/sourceSlice-fileSymbols/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,2,1,intelligence-review.json; root-intelligence-review.json
src/service/project-context/sourceSlice/contracts.ts,intelligence,retained,manual-full,"ProjectContext范围限定查询、逐层事实聚合与refs；导出 SourceSliceRequestPayload, SourceSliceFileIdentity, SourceSliceFileFacts, SourceSliceQueryFailure, SourceSliceHandlerSuccess, SourceSliceHandlerFailure",57,56,intelligence-review.json
src/service/project-context/sourceSlice/fileAccess.ts,intelligence,modified,manual-full,lexical及realpath范围保护、异步读取消、文件hash/line/language；修复NodeNext语言识别缺席。,261,262,intelligence-review.json; root-intelligence-review.json
src/service/project-context/sourceSlice/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,5,4,intelligence-review.json; root-intelligence-review.json
src/service/project-context/sourceSlice/range.ts,intelligence,retained,manual-full,正整数行范围/非负列校验，全文行切片；不重新解释既有列提示语义。,120,119,intelligence-review.json; root-intelligence-review.json
src/service/project-context/sourceSlice/sourceSlice.ts,intelligence,retained,manual-full,显式includeText和file/ref/range解析、结构失败输出，源码文本不做路径翻译。,175,174,intelligence-review.json; root-intelligence-review.json
src/service/project-context/space/contracts.ts,intelligence,retained,manual-full,ProjectContext范围限定查询、逐层事实聚合与refs；导出 SpaceRequestPayload,23,22,intelligence-review.json
src/service/project-context/space/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,3,2,intelligence-review.json; root-intelligence-review.json
src/service/project-context/space/space.ts,intelligence,modified,manual-full,project scope folder/repo/tree/activeFile/sourceRef投影；重名displayName首项误绑已交给scope修复，唯一ID仍可定位。,1042,1048,intelligence-review.json; root-intelligence-review.json
src/service/recipe-context/RecipeContextService.ts,intelligence,retained,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 RecipeContextService, createRecipeContextService",34,33,intelligence-review.json
src/service/recipe-context/adapters/fromCore.ts,intelligence,retained,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 RecipeContextCoreParts, createRecipeContextServiceFromCore",35,34,intelligence-review.json
src/service/recipe-context/adapters/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,17,16,intelligence-review.json; root-intelligence-review.json
src/service/recipe-context/adapters/knowledgeReadPort.ts,intelligence,retained,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 KnowledgeEntryLike, KnowledgeReadFacade, knowledgeReadPortFromService, recipeRecordFromWire",171,170,intelligence-review.json
src/service/recipe-context/adapters/searchPort.ts,intelligence,retained,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 SearchEngineFacade, searchPortFromEngine",112,111,intelligence-review.json
src/service/recipe-context/adapters/sourceRefPort.ts,intelligence,modified,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 SourceRefRepositoryFacade, sourceRefPortFromRepository",53,78,intelligence-review.json
src/service/recipe-context/adapters/vectorPort.ts,intelligence,retained,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 VectorServiceFacade, vectorPortFromService",129,128,intelligence-review.json
src/service/recipe-context/handlers/detail.ts,intelligence,modified,manual-full,只读Recipe查询、语义区域和来源引用适配；导出 makeDetailHandler,94,84,intelligence-review.json
src/service/recipe-context/handlers/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,28,27,intelligence-review.json; root-intelligence-review.json
src/service/recipe-context/handlers/list.ts,intelligence,retained,manual-full,只读Recipe查询、语义区域和来源引用适配；导出 makeListHandler,31,30,intelligence-review.json
src/service/recipe-context/handlers/payload.ts,intelligence,retained,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 readString, readNumber, readBoolean, readStringArray, readFilter, readLineRange",103,102,intelligence-review.json
src/service/recipe-context/handlers/prime.ts,intelligence,retained,manual-full,只读Recipe查询、语义区域和来源引用适配；导出 makePrimeHandler,122,121,intelligence-review.json
src/service/recipe-context/handlers/relations.ts,intelligence,retained,manual-full,只读Recipe查询、语义区域和来源引用适配；导出 makeRelationsHandler,106,105,intelligence-review.json
src/service/recipe-context/handlers/search.ts,intelligence,retained,manual-full,只读Recipe查询、语义区域和来源引用适配；导出 makeSearchHandler,105,104,intelligence-review.json
src/service/recipe-context/handlers/shared.ts,intelligence,modified,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 relationScoreImpact, failureResult, buildContentPreview, basenameOf, pathInModule, dedupeSourceRefRows",97,120,intelligence-review.json
src/service/recipe-context/handlers/sourceRefs.ts,intelligence,modified,manual-full,只读Recipe查询、语义区域和来源引用适配；导出 makeSourceRefsHandler,155,147,intelligence-review.json
src/service/recipe-context/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,6,5,intelligence-review.json; root-intelligence-review.json
src/service/recipe-context/interface/contracts.ts,intelligence,retained,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 FirstStatement, RecipeContextInterfaceOperation, CanonicalRecipeContextRequest, RecipeContextHandlerResult, RecipeContextHandler, RecipeContextHandlerRegistry",42,41,intelligence-review.json
src/service/recipe-context/interface/diagnostics.ts,intelligence,retained,manual-full,稳定code/severity/retryable的查询诊断构造，与调用方真实来源状态联接。,105,104,intelligence-review.json; root-intelligence-review.json
src/service/recipe-context/interface/dispatch.ts,intelligence,retained,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 dispatchRecipeContextRequest, createUnavailableResult",32,31,intelligence-review.json
src/service/recipe-context/interface/index.ts,intelligence,retained,manual-full,模块公共barrel：逐项核对拥有层与导出来源；只转发既有能力，不新增根入口或破坏深路径兼容。,8,7,intelligence-review.json; root-intelligence-review.json
src/service/recipe-context/interface/recipeContext.ts,intelligence,retained,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 createRecipeContext, RecipeContextExecuteResult",49,48,intelligence-review.json
src/service/recipe-context/interface/refs.ts,intelligence,retained,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 normalizeRecipeRef, recipeRef, sourceRefRef, semanticRegionRef, relationRef, selectRecipeContextRefs",100,99,intelligence-review.json
src/service/recipe-context/interface/request.ts,intelligence,retained,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 RecipeContextRequestError, canonicalizeRecipeContextRequest",64,63,intelligence-review.json
src/service/recipe-context/interface/response.ts,intelligence,retained,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 RecipeContextEnvelopeInput, createRecipeContextEnvelope, createUnavailableRecipeContextData",62,61,intelligence-review.json
src/service/recipe-context/ports.ts,intelligence,retained,manual-full,"只读Recipe查询、语义区域和来源引用适配；导出 RecipeReadPage, RecipeReadPort, RecipeSearchPortHit, RecipeSearchPortResult, RecipeSearchPort, RecipeRegionPortHit",115,114,intelligence-review.json
src/service/search/CoarseRanker.ts,intelligence,retained,manual-full,知识候选召回、truth投影、排序、缓存和诊断；导出 CoarseRanker,164,163,intelligence-review.json
src/service/search/FieldWeightedScorer.ts,intelligence,modified,manual-full,结构化Recipe稀疏召回；按trigger/title/tags/description/content/facets和canonical roles确定性评分,516,516,intelligence-review.json; search-review.json
src/service/search/HybridRetriever.ts,intelligence,retained,manual-full,旧公开dense+sparse的按rank加权RRF融合与并行召回器,166,165,intelligence-review.json; search-review.json
src/service/search/KnowledgeRetrieval.ts,intelligence,modified,manual-full,统一候选检索、权威Recipe投影、逐窗补齐与Top-K稳定性判断,700,702,intelligence-review.json; search-review.json
src/service/search/MultiSignalRanker.ts,intelligence,retained,manual-full,七类确定性信号和按使用场景配置的加权精排,348,347,intelligence-review.json; search-review.json
src/service/search/SearchEngine.ts,intelligence,modified,manual-full,对宿主公开的SQLite/scorer/semantic搜索编排、metadata过滤、排序、结果补全、缓存及索引刷新,1939,1938,intelligence-review.json; search-review.json
src/service/search/SearchTypes.ts,intelligence,retained,manual-full,共享搜索ports/DTO与response meta、workspace identity、slim result及kind分组投影,621,620,intelligence-review.json; search-review.json
src/service/search/contextBoost.ts,intelligence,retained,manual-full,"知识候选召回、truth投影、排序、缓存和诊断；导出 SearchItem, SearchContext, contextBoost",75,74,intelligence-review.json
src/service/search/index.ts,intelligence,retained,manual-full,搜索公共root转发链的barrel；通过service/index.ts间接进入src/index.ts,10,9,intelligence-review.json; search-review.json
src/service/search/tokenizer.ts,intelligence,retained,manual-full,无词典的中英文混合技术词分词及去重,215,214,intelligence-review.json; search-review.json
src/service/source-graph/SourceGraphIndexer.ts,intelligence,modified,manual-full,全量/增量generation、文件清单/mtime-hash、新增删除与保留边、解析预算和freshness；独立复查导入边修复，新增目录读失败不能冒充删除的回归。,1095,1141,intelligence-review.json; root-source-graph-review.json
src/service/source-graph/SourceGraphLifecycle.ts,intelligence,retained,manual-full,coldstart/startup catch-up/file-change/inspect组合；保留真实动作/freshness/表计数，不承担宿主watcher。,129,128,intelligence-review.json; root-source-graph-review.json
src/service/source-graph/SourceGraphQueryService.ts,intelligence,modified,manual-full,查询上下文、符号/文本排名、关系/影响/验证建议、源码片段预算与freshness；修复两召回通道重复拿总预算及索引后symlink越界读。,1764,1781,intelligence-review.json; root-source-graph-review.json
src/service/source-graph/SourceGraphService.ts,intelligence,retained,manual-full,现役统一service与legacy querySymbols适配；不是HTTP/MCP工具，保留旧返回形状。,174,173,intelligence-review.json; root-source-graph-review.json
src/service/source-graph/index.ts,intelligence,retained,manual-full,source-graph能力barrel，转发既有实现和DTO。,5,4,intelligence-review.json; root-source-graph-review.json
src/service/sustain/ConsolidationAdvisor.ts,knowledge,retained,manual-full,对候选进行实质质量、与 DB/session corpus 相似度和 merge direction 评估，返回 create/insufficient/merge/reorganize 建议与 merge patch。,803,802,knowledge-review.json
src/service/sustain/ContentImpactAnalyzer.ts,knowledge,retained,manual-full,从 Git diff 或现文件 token 覆盖比判定 reference/pattern 影响。,166,165,knowledge-review.json
src/service/sustain/ContentPatcher.ts,knowledge,modified,manual-full,结构化白名单补丁、before/after快照，内容及reasoning.sources持久化后刷新桥接表和指纹。,509,542,knowledge-review.json
src/service/sustain/DecayDetector.ts,knowledge,retained,manual-full,多因子衰退评分、新条目豁免、有限扫描与生命周期迁移/信号。,448,447,knowledge-review.json
src/service/sustain/EnhancementSuggester.ts,knowledge,modified,manual-full,从真实KnowledgeEntry/Relations识别已废弃引用，产生治理建议；保持deprecated_by排除语义。,235,227,knowledge-review.json; production-review.json
src/service/sustain/GitDiffCheckpointService.ts,knowledge,retained,manual-full,当前 Git HEAD 基线及按路由结果推进 checkpoint。,252,251,knowledge-review.json
src/service/sustain/LifecycleStateMachine.ts,knowledge,modified,manual-full,自动演化guard、文件优先整合写、事件/信号、超时与健康统计。完成所有方法阅读；timeout/health共用秒/ms年龄归一。,512,515,knowledge-review.json
src/service/sustain/ProposalExecutor.ts,knowledge,retained,manual-full,消费 proposal ready/expiry/signal 入口，有界执行 update/deprecate/版本替换，结合 gates、metrics、similarity、patcher 和 LSM；处理过旧 pending 与重入。,794,793,knowledge-review.json
src/service/sustain/ProposalGateway.ts,knowledge,retained,manual-full,将 valid/update/deprecate 决策归到即时状态变化或有审计记录的低/中/高风险 proposal，升级已有提案并清理冲突决策。,325,324,knowledge-review.json
src/service/sustain/RecipeImpactPlanner.ts,knowledge,modified,manual-full,把 deleted/modified/stale source refs 汇成按首次出现顺序的候选与统计，导出 audit DTO 和 rescan 决策提交入口。,433,471,knowledge-review.json
src/service/sustain/RedundancyAnalyzer.ts,knowledge,retained,manual-full,五维相似度检测重复 Recipe，持久报告并发出汇总信号。,187,186,knowledge-review.json
src/service/sustain/StagingManager.ts,knowledge,modified,manual-full,staging进入/复核/回滚/晋级及发布metadata；通过共同内部helper文件优先写。,347,380,knowledge-review.json
src/service/sustain/index.ts,knowledge,retained,manual-full,模块出口聚合；内部依赖与 package public facade 仍引用，不能仅因无逻辑删除。,13,12,knowledge-review.json
src/service/vector/EmbedProviderSelector.ts,intelligence,retained,manual-full,"注入embedding/索引端口的协调、generation和同步；导出 EmbedLaneName, EmbedLane, EmbedLaneDiagnostic, EmbedLaneSelection, ApplyEmbedLaneResult, keywordEmbedLane",178,177,intelligence-review.json
src/service/vector/EmbeddingPort.ts,intelligence,retained,manual-full,"注入embedding/索引端口的协调、generation和同步；导出 EmbeddingInputKind, EmbeddingExecutionContext, EmbeddingCapabilityDescriptor, EmbeddingPort, LegacyEmbedProvider, LegacyEmbedProviderAdapterOptions",135,134,intelligence-review.json
src/service/vector/EnrichmentTypes.ts,intelligence,retained,manual-full,"注入embedding/索引端口的协调、generation和同步；导出 VectorChunkData, VectorDocumentInfo, VectorChunkEnricher",21,20,intelligence-review.json
src/service/vector/RecipeRegionVectorIndex.ts,intelligence,retained,manual-full,canonical Recipe文档集→语义region chunks/metadata→安全替换和有界生成探测。,1008,1007,intelligence-review.json
src/service/vector/RecipeVectorGeneration.ts,intelligence,retained,manual-full,可复用shadow-generation构建/校验/CAS激活/回滚，以及严格ready receipt。,612,611,intelligence-review.json
src/service/vector/SyncCoordinator.ts,intelligence,retained,manual-full,Provider可缺席的知识生命周期事件合并、终态删除、canonical更新及DB/向量对账。,748,747,intelligence-review.json
src/service/vector/VectorIndexPorts.ts,intelligence,retained,manual-full,"注入embedding/索引端口的协调、generation和同步；导出 VectorIndexItem, VectorIndexHit, VectorIndexStats, VectorIndexReader, VectorIndexWriter, VectorIndexReaderSource",113,112,intelligence-review.json
src/service/vector/VectorService.ts,intelligence,retained,manual-full,组合索引管线、检索、CRUD协调器、Recipe分区与shadow generation的公开服务。,921,920,intelligence-review.json
src/service/vector/index.ts,intelligence,retained,manual-full,向量服务及端口/Recipe region/同步协调器barrel。,7,6,intelligence-review.json
src/shared/AlembicManagedBlock.ts,foundation,retained,manual-full,宿主指导文档的受管理块文本和文件更新原语,179,178,foundation-review.json; foundation-contracts-review.json
src/shared/CoreContractSpine.ts,foundation,retained,manual-full,公共契约及兼容保留/删除证据的可验证登记表,1018,1017,foundation-review.json; foundation-contracts-review.json
src/shared/DiagnosticCodes.ts,foundation,retained,manual-full,逐项核对公共barrel/兼容facade及真实拥有层；保持入口、命名和业务能力，不扩大根导出。,46,45,foundation-review.json; foundation-root-final-sources-review.json
src/shared/FailureTaxonomy.ts,foundation,retained,manual-full,16类失败的HTTP/MCP/状态/重试/暴露映射与验证,620,619,foundation-review.json; foundation-contracts-review.json
src/shared/FieldTaxonomy.ts,foundation,retained,manual-full,字段暴露级别、schema closure、owner/consumer和诊断政策单源,518,517,foundation-review.json; foundation-contracts-review.json
src/shared/LanguageProfiles.ts,foundation,modified,manual-full,8语言族import/角色/库/目录数据，派生合并缓存、根类型排除和质量评分合法语言集合。,1048,1050,foundation-review.json; foundation-supplement-review.json
src/shared/LanguageService.ts,foundation,retained,manual-full,规范语言扩展名/别名/显示名/已知语言、按扩展名统计profile、按构建marker/Discoverer侦测生态、测试路径判定。,950,949,foundation-review.json; foundation-supplement-review.json
src/shared/OutputBudget.ts,foundation,modified,manual-full,测量支持的工具响应预算、UTF8截断与破坏性重置archive合同,238,234,foundation-review.json; foundation-contracts-review.json
src/shared/PathGuard.ts,foundation,retained,manual-full,进程级写入词法路径边界与项目scope白名单,464,463,foundation-review.json; foundation-contracts-review.json
src/shared/ProjectMarkers.ts,foundation,retained,manual-full,本地/ghost项目探测、知识目录、subrepo配置与git探测；只读探测fallback保留。,159,158,foundation-review.json; foundation-root-round2-review.json
src/shared/ProjectRegistry.ts,foundation,modified,manual-full,全局projects.json注册、Ghost模式事实与dataRoot解析,286,279,foundation-review.json; foundation-contracts-review.json
src/shared/ProjectScope.ts,foundation,modified,manual-full,Ghost-only多目录scope/registry读解析、目录匹配、canonical源码身份与qualified/单目录relative引用索引。,923,973,foundation-review.json; foundation-supplement-review.json
src/shared/TargetClassifier.ts,foundation,retained,manual-full,名称/文件启发式分类叶函数，presentation facade兼容再导出；不扩大shared根出口。,79,78,foundation-review.json; foundation-root-round2-review.json
src/shared/TimerRegistry.ts,foundation,retained,manual-full,Exports: FirstStatement,228,227,foundation-review.json
src/shared/WorkspaceResolver.ts,foundation,modified,manual-full,ProjectRoot/dataRoot分离、标准/Ghost/多folder路径投影,334,334,foundation-review.json; foundation-contracts-review.json
src/shared/WorkspaceSettingsStore.ts,foundation,modified,manual-full,既有宿主配置的文件存取兼容面；严格写前读取防损坏JSON被覆盖、环境key白名单、错误不回显秘密内容；未读取用户真实配置。,284,301,foundation-review.json; foundation-root-final-sources-review.json
src/shared/concurrency.ts,foundation,retained,manual-full,"Exports: FirstStatement, FirstStatement, createLimit",39,38,foundation-review.json
src/shared/constants.ts,foundation,retained,manual-full,各领域阈值共享常量；消费与wire含义保留，不通过统一数字改变业务阈值。,115,114,foundation-review.json; foundation-root-round2-review.json
src/shared/contentHash.ts,foundation,retained,manual-full,Exports: computeContentHash,30,29,foundation-review.json
src/shared/developerIdentity.ts,foundation,retained,manual-full,"Exports: getDeveloperIdentity, clearDeveloperIdentityCache",71,70,foundation-review.json
src/shared/diffParser.ts,foundation,modified,manual-full,Git实际差异提取→hunk→identifier；修复连续加减号源码漏报，按hunk行数界定文件头，真实git回归通过。,101,112,foundation-review.json; foundation-root-round2-review.json
src/shared/errors/BaseError.ts,foundation,retained,manual-full,可序列化错误分类、cause和分歧恢复信息；保持错误码与statusCode。,131,130,foundation-review.json; foundation-root-round2-review.json
src/shared/errors/index.ts,foundation,retained,manual-full,逐项核对公共barrel/兼容facade及真实拥有层；保持入口、命名和业务能力，不扩大根导出。,17,16,foundation-review.json; foundation-root-final-sources-review.json
src/shared/folderNames.ts,foundation,retained,manual-full,package/dev/global/project目录单段名称与默认值,104,103,foundation-review.json; foundation-contracts-review.json
src/shared/gitBlob.ts,foundation,retained,manual-full,有timeout/maxBuffer的历史git blob读取,65,64,foundation-review.json; foundation-contracts-review.json
src/shared/index.ts,foundation,modified,manual-full,Jaccard内部叶算法与公开门面保持，RecipeSimilarity业务权重不变。,85,90,foundation-review.json; production-review.json
src/shared/isOwnDevRepo.ts,foundation,retained,manual-full,开发/生态/显式skip项目探测与有声明的进程缓存；保留不创建业务数据保护。,126,125,foundation-review.json; foundation-root-final-sources-review.json
src/shared/lifecycle.ts,foundation,retained,manual-full,"Exports: Disposable, Startable",29,28,foundation-review.json
src/shared/markdownUtils.ts,foundation,retained,manual-full,"Exports: CodeBlock, extractCodeBlocksFromMarkdown",39,38,foundation-review.json
src/shared/packageRoot.ts,foundation,retained,manual-full,"Exports: FirstStatement, FirstStatement, FirstStatement, FirstStatement, FirstStatement, FirstStatement",72,71,foundation-review.json
src/shared/recipeTokens.ts,foundation,retained,manual-full,跨recipe字段抽API tokens用于impact与相似度,146,145,foundation-review.json; foundation-contracts-review.json
src/shared/resolveProjectRoot.ts,foundation,retained,manual-full,DI/env/cwd项目根与Ghost感知数据根兼容解析,100,99,foundation-review.json; foundation-contracts-review.json
src/shared/schemas/common.ts,foundation,retained,manual-full,共享分页、知识枚举、content/reasoning Zod输入合同,77,76,foundation-review.json; foundation-contracts-review.json
src/shared/schemas/config.ts,foundation,retained,manual-full,App/default、workspace runtime v2与constitution的独立配置schema,248,247,foundation-review.json; foundation-contracts-review.json
src/shared/schemas/index.ts,foundation,retained,manual-full,共同schema与config schema barrel,9,8,foundation-review.json; foundation-contracts-review.json
src/shared/shutdown.ts,foundation,retained,manual-full,Exports: FirstStatement,128,127,foundation-review.json
src/shared/similarity.ts,foundation,modified,manual-full,Jaccard内部叶算法与公开门面保持，RecipeSimilarity业务权重不变。,122,138,foundation-review.json; production-review.json
src/shared/sourceContracts.ts,foundation,modified,manual-full,"Exports: FirstStatement, FirstStatement, FirstStatement, FirstStatement, FirstStatement, LegacyAgentSource, HostAgentSource, AlembicAgentSource, CanonicalProposalSource, ProposalSource, GatewaySource, CanonicalGatewaySource",104,92,foundation-review.json
src/shared/sourceRefPath.ts,new-reviewed,added,manual-full,来源路径范围后缀剥离叶子；原公开service入口重导出，repository不反向依赖service。,0,10,root-final-new-file-review
src/shared/testMode.ts,foundation,retained,manual-full,测试维度过滤与宿主terminal/sandbox能力配置描述,130,129,foundation-review.json; foundation-contracts-review.json
src/shared/tokenUtils.ts,foundation,retained,manual-full,"Exports: estimateTokens, estimateTokensFast",48,47,foundation-review.json
src/shared/utils/common.ts,foundation,retained,manual-full,"Exports: safeJsonParse, safeJsonStringify, unixNow, strOr",68,67,foundation-review.json
src/sustain.ts,foundation,retained,manual-full,逐项核对公共barrel/兼容facade及真实拥有层；保持入口、命名和业务能力，不扩大根导出。,78,77,foundation-review.json; foundation-root-final-sources-review.json
src/test-fixtures.ts,foundation,retained,manual-full,外层真实AST/grammar及严格production consumer fixture入口；不生成假receipt、不绕过verifier。,279,278,foundation-review.json; foundation-root-final-sources-review.json
src/types/KnowledgeWire.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：KnowledgeWire；接口本身无执行副作用，删除须校验真实导入和公共 exports。,192,191,production-review.json
src/types/ProjectSnapshot.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：ProjectSnapshot；接口本身无执行副作用，删除须校验真实导入和公共 exports。,453,452,production-review.json
src/types/ReactiveEvolution.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：ReactiveEvolution；接口本身无执行副作用，删除须校验真实导入和公共 exports。,102,101,production-review.json
src/types/SnapshotViews.ts,production,modified,manual-full,跨层结构契约/序列化 DTO：SnapshotViews；接口本身无执行副作用，删除须校验真实导入和公共 exports。,177,96,production-review.json
src/types/ast.d.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：ast.d；接口本身无执行副作用，删除须校验真实导入和公共 exports。,101,100,production-review.json
src/types/evolution.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：evolution；接口本身无执行副作用，删除须校验真实导入和公共 exports。,145,144,production-review.json
src/types/graph-shared.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：graph-shared；接口本身无执行副作用，删除须校验真实导入和公共 exports。,46,45,production-review.json
src/types/index.ts,production,retained,manual-full,显式包/模块聚合入口，保持现有 symbols 与 ESM .js 导入兼容；不是可按无函数删除的死文件。,51,50,production-review.json
src/types/planningViews.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：planningViews；接口本身无执行副作用，删除须校验真实导入和公共 exports。,92,91,production-review.json
src/types/projectSnapshotBuilder.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：projectSnapshotBuilder；接口本身无执行副作用，删除须校验真实导入和公共 exports。,287,286,production-review.json
src/types/recipeAuthoringSpec.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：recipeAuthoringSpec；接口本身无执行副作用，删除须校验真实导入和公共 exports。,92,91,production-review.json
src/types/search-wire.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：search-wire；接口本身无执行副作用，删除须校验真实导入和公共 exports。,71,70,production-review.json
src/types/workflows.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：workflows；接口本身无执行副作用，删除须校验真实导入和公共 exports。,84,83,production-review.json
src/vector.ts,foundation,modified,manual-full,本地vector factory与稳定embedding port；仅删除已由同模块export*覆盖的重复类型声明，编译器symbol同一性已验证。,198,196,foundation-review.json; foundation-root-final-sources-review.json
src/workflows/cold-start/ColdStartIntent.ts,production,retained,manual-full,生成两类宿主的全量冷启动意图，规范 source folders，保留旧 DTO/skip 标志兼容。,2,1,production-review.json
src/workflows/cold-start/ColdStartPlan.ts,production,retained,manual-full,把 cold-start 意图转换为清理/扫描/物化计划，并报告请求维度过滤和去重事实。,2,1,production-review.json
src/workflows/cold-start/ColdStartPresenters.ts,production,retained,manual-full,将冷启动阶段结果转换为宿主/内部执行者的预算受控输出与下一步提示。,2,1,production-review.json
src/workflows/cold-start/index.ts,production,retained,manual-full,显式包/模块聚合入口，保持现有 symbols 与 ESM .js 导入兼容；不是可按无函数删除的死文件。,4,3,production-review.json
src/workflows/index.ts,production,retained,manual-full,显式包/模块聚合入口，保持现有 symbols 与 ESM .js 导入兼容；不是可按无函数删除的死文件。,6,5,production-review.json
src/workflows/knowledge-rescan/KnowledgeRescanIntent.ts,production,retained,manual-full,生成两类宿主重扫意图并统一 maxFiles/contentMaxLines 数值边界。,2,1,production-review.json
src/workflows/knowledge-rescan/KnowledgeRescanPresenters.ts,production,retained,manual-full,将审计/重扫/维度执行事实投影为工作流输出。,2,1,production-review.json
src/workflows/knowledge-rescan/KnowledgeRescanWorkflowPlan.ts,production,retained,manual-full,重扫意图转扫描/清理计划，保留调用者维度选择。,2,1,production-review.json
src/workflows/knowledge-rescan/index.ts,production,retained,manual-full,显式包/模块聚合入口，保持现有 symbols 与 ESM .js 导入兼容；不是可按无函数删除的死文件。,4,3,production-review.json
src/workflows/project-index/ColdStartIntent.ts,production,retained,manual-full,生成两类宿主的全量冷启动意图，规范 source folders，保留旧 DTO/skip 标志兼容。,151,150,production-review.json
src/workflows/project-index/ColdStartPlan.ts,production,retained,manual-full,把 cold-start 意图转换为清理/扫描/物化计划，并报告请求维度过滤和去重事实。,142,141,production-review.json
src/workflows/project-index/ColdStartPresenters.ts,production,retained,manual-full,将冷启动阶段结果转换为宿主/内部执行者的预算受控输出与下一步提示。,387,386,production-review.json
src/workflows/project-index/KnowledgeRescanIntent.ts,production,modified,manual-full,生成两类宿主重扫意图并统一 maxFiles/contentMaxLines 数值边界。,156,156,production-review.json
src/workflows/project-index/KnowledgeRescanPresenters.ts,production,retained,manual-full,将审计/重扫/维度执行事实投影为工作流输出。,256,255,production-review.json
src/workflows/project-index/KnowledgeRescanWorkflowPlan.ts,production,retained,manual-full,重扫意图转扫描/清理计划，保留调用者维度选择。,62,61,production-review.json
src/workflows/project-index/ProjectIndexPlan.ts,production,retained,manual-full,共享 full/incremental 扫描与清理计划，解析多根 ProjectScope，禁止成员源码目录充当 full-reset 根。,289,288,production-review.json
src/workflows/project-index/index.ts,production,retained,manual-full,显式包/模块聚合入口，保持现有 symbols 与 ESM .js 导入兼容；不是可按无函数删除的死文件。,20,19,production-review.json
src/workflows/shared/ProjectAnalysisPlanTypes.ts,production,retained,manual-full,模块 ProjectAnalysisPlanTypes；通过下列导出和静态真实 importer 连接到生产链，人工语义审查范围见 reviewDepth。,25,24,production-review.json
src/workflows/shared/WorkflowEnvelope.ts,production,retained,manual-full,模块 WorkflowEnvelope；通过下列导出和静态真实 importer 连接到生产链，人工语义审查范围见 reviewDepth。,40,39,production-review.json
